Xyloglucans__45__Xylose	3
GLUCOSAMINYL__45__13__45__N__45__ETCETERA__45__GALACTOSAMINY	2
_5__45__DEHYDROGLUCONATE	10
ACYL__45__COA	31
Von__45__Willebrand__45__Factor	1
_5__45__METHYLTHIOINOSINE	2
_14__45__APO__45__BETA__45__CAROTENAL	1
_14__45__DICHLOROBENZENE__45__DIHYDRODIOL	2
AMMONIUM	376
_3beta__45__hydroxy__45__4alpha__45__carboxy__45__sterols	1
Protein__45__Red__45__Disulfides	2
trans__45__D2__45__cis__45__cis__45__D5__45__17__45__C36__45__3__45__ACPs	2
_1__45__7__45__DIMETHYLXANTHINE	5
Gramicidin__45__Pentapeptidyl__45__Acps	2
CPD__45__15073	2
_2__45__HYDROXY__45__23__45__DIHYDRODAIDZEIN	4
CPD0__45__1048	1
CPD__45__15077	3
CPD__45__15076	2
CPD__45__15074	2
CPD__45__15079	2
CPD__45__15078	3
N__45__4__45__GUANIDINOBUTYL__45__4__45__HYDROXYCINNAMAMID	2
S__45__palmitoyl__45__L__45__cysteine__45__in__45__proteins	1
TRYPTAMINE	6
CPD__45__9408	4
ALLOCRYPTOPINE	2
CPD__45__10751	2
CPD__45__10750	5
CPD__45__10753	2
CPD__45__10752	2
CPD__45__10755	1
CPD__45__10754	2
CPD__45__10756	1
CPD__45__10759	1
CPD__45__10758	1
_3__45__4__45__DIHYDROXYBENZOATE	21
CPD__45__22	2
EPITHIONITRILES	1
CIS__45__3__45__PHENYLCYCLOHEXA__45__35__45__DIENE__45__12__45__DIOL	2
CPD__45__9355	1
TABERSONINE	1
Protein__45__GalNAc__45__GlcNAc__45__D__45__mannosyl__45__L__45__Thr	2
_6__45__HYDROXY__45__NICOTINATE	6
CHLORAMPHENICOL__45__3__45__ACETATE	1
GUANOSINE_DIPHOSPHATE_FUCOSE	7
CPD__45__596	1
CPD__45__597	3
CPD__45__590	5
trans__45__D2__45__cis__45__cis__45__D9__45__21__45__C40__45__3__45__ACPs	2
MONOMER__45__12972	1
MONOMER__45__12971	1
CPD__45__593	2
CPD__45__4702	3
CPD__45__4703	3
CPD__45__16579	1
CPD__45__16578	2
CPD__45__13397	1
CPD__45__16572	1
tRNA__45__Adenine__45__9	1
tRNA__45__Containing__45__N7__45__Methylguanine__45__46	1
Protein__45__N__45__methyl__45__histidines	1
Myristoyl__45__ACPs	9
AMINOMETHYLDIHYDROLIPOYL__45__GCVH	2
CPD__45__7033	1
cis__45__delta13__45__3__45__oxo__45__lacceroyl__45__ACPs	2
CPD__45__11408	1
CPD__45__11409	1
CPD__45__6702	1
CPD__45__11407	1
CPD__45__11404	3
CPD__45__6701	1
CPD__45__11402	1
CPD__45__11403	3
CPD__45__11400	1
CPD__45__11401	1
CPD__45__4568	2
_5__45__oxyacetylU34__45__tRNA	1
trans__45__18__45__CP__45__37__45__Mex__45__38__45__Me__45__C60__45__ACPs	2
Reduced__45__2__45__4Fe__45__4S__45__Ferredoxins	1
CPD__45__4562	2
CPD__45__4563	4
CPD__45__4564	2
D__45__Fucoses	1
Ox__45__Glutaredoxins	3
CPD__45__16758	2
Polyketide__45__ACP__45__Proteins	11
_3Z__45__PHYTOCHROMOBILIN	2
_4__45__MALEYL__45__ACETOACETATE	2
D__45__METHYL__45__MALONYL__45__COA	13
_2__45__HYDROXYGLUTARIC_ACID	3
cis__45__cis__45__D11__45__23__45__3__45__oxo__45__C42__45__2__45__ACPs	2
DFA__45__IV	1
N__45__acetyl__45__a__45__D__45__glucosaminyl__45__glycoproteins	2
DsrC__45__persulfides	4
_4__45__Amino__45__butanoyl__45__BtrI__45__Acps	2
CPD__45__12271	2
CPD__45__12272	1
CPD__45__12274	2
CPD__45__3732	1
Elongation__45__tRNAmet	1
CPD__45__12278	2
CPD__45__12279	4
OLEATE__45__CPD	25
C__45__terminal__45__L__45__alanine	1
CPD__45__3486	8
CPD__45__3487	1
CPD__45__3484	1
CPD__45__3482	1
CPD__45__3483	1
CPD__45__3481	4
CPD__45__12188	2
CPD__45__12189	2
CPD__45__8680	1
CPD__45__12180	3
CPD__45__12187	2
CPD__45__12184	4
CPD__45__12185	1
CPD__45__12982	1
ACETYLCHOLINE	4
CPD__45__2022	1
CPD__45__2021	1
_2__45__O__45__MeCyt32__45__or__45__2__45__O__45__MeGuan__45__34__45__tRNAs	1
trans__45__delta2__45__arachidoyl__45__ACPs	2
ISO__45__PROPANOL	1
_16S__45__rRNA__45__cytosine1407	1
GlcNac__45__fucosylated__45__proteins	1
Goodpasture__45__antigen__45__binding__45__protein	1
CPD__45__8683	1
Plasmins	3
OCTANOYL__45__ACP	3
Cyanophycin	4
Gln__45__B	1
CPD__45__7032	2
CPD__45__7031	3
CPD__45__7030	2
CPD__45__7037	1
CPD__45__7036	2
CPD__45__7035	8
CPD__45__3736	3
_5S__45__rRNAs	1
CPD__45__3738	2
METHYLBUT__45__CPD	2
CPD__45__12983	1
CPD__45__12980	1
CPD__45__12981	1
CPD__45__12985	1
CPD__45__12988	2
_28__45__Homobrassinosteroid__45__Sulfates	1
CPD__45__2281	1
cis__45__cis__45__D7__45__25__45__C44__45__2__45__ACPs	2
CPD__45__13059	5
CPD1F__45__437	14
CPD__45__13052	1
CPD1F__45__431	2
NovH__45__proteins	2
CPD__45__17001	1
CPD__45__17002	1
CPD__45__17003	1
CPD__45__17007	3
CPD__45__17008	2
CPD__45__15631	2
Methionine__45__synthase__45__cob__45__II__45__alamins	1
ALPHA__45__GLC__45__6__45__P	9
CPD__45__8684	1
_16__45__ALPHA__45__HYDROXYSTEROID	2
_10__45__HYDROXYDECANOATE	2
_6__45__SULFO__45__ALPHA__45__ETCETERA__45__ACYLGLYCEROL	1
GLUTATHIONE__45__SULFITE	2
Iso__45__dihydrocarvones	1
MANNOSE__45__6P	10
H2CO3	1
Methylated__45__methyl__45__acceptors	19
CPD__45__13638	2
PRENOL	1
CPD__45__13632	2
CPD__45__13636	1
CPD__45__121	3
CPD__45__8701	1
CPD__45__123	2
CPD__45__122	3
CPD__45__125	2
CPD__45__8705	2
CPD__45__8706	2
CPD__45__13056	2
CPD__45__8708	1
CPD__45__8709	2
trans__45__3__45__cis__45__5__45__dienoyl__45__CoA	2
CARDIOLIPIN	3
CARBAMOYL__45__P	22
DIHYDROSTREPTOMYCIN__45__6__45__PHOSPHATE	3
Charged__45__THR__45__tRNAs	1
Gamma__45__linolenoyl__45__groups	2
CPD__45__11982	1
CPD__45__11981	2
CPD__45__9472	1
CPD__45__9475	1
CPD__45__9474	1
CPD__45__9477	1
CPD__45__11984	5
CPD__45__13050	1
GALACTITOL	5
CPD__45__17000	1
Complement__45__C5__45__precursor	1
CPD0__45__2018	1
CPD0__45__2015	1
GDP__45__4__45__DEHYDRO__45__6__45__DEOXY__45__D__45__MANNOSE	7
CPD__45__10238	2
CPD__45__10239	2
MALTOHEXAOSE	8
CPD__45__14209	2
CPD__45__15454	2
OXIDIZED__45__PHOTINUS__45__LUCIFERIN	1
CPD__45__14206	2
CPD__45__10230	2
CPD__45__10231	2
CPD__45__14203	1
CPD__45__10237	2
D__45__ALLOSE__45__6__45__PHOSPHATE	2
CPD__45__15456	2
CPD1G__45__277	3
PHENYLACETATE	5
CPD__45__12501	1
_910__45__EPOXY__45__18__45__HYDROXYSTEARATE	3
OXOMALONATE	2
CPD__45__16819	1
CPD__45__1701	1
pyruvate__45__dehydrogenase__45__E2__45__lipoyl__45__carrier	1
Ubiquinones	22
CPD__45__785	3
CPD__45__784	2
CPD__45__787	3
CPD__45__786	3
_512__45__DIHYDROXANTHOMMATIN	1
CPD__45__783	2
CPD__45__782	6
Purine__45__ribonucleosides__45__5__45__PP	1
CPD__45__789	1
Core__45__Protein__45__L__45__Serine	1
CPD__45__10585	2
CPD__45__10586	2
CPD__45__10587	2
DNA__45__Containing__45__Cytosine	2
ACETALD	48
CPD__45__14062	2
CPD__45__14061	2
MORPHINONE	2
CPD__45__10588	2
CPD__45__10589	2
CPD__45__14065	1
_3__45__METHYLTHIOPROPYLHYDROXAMIC__45__ACID	3
GLYCOCHENODEOXYCHOLIC_ACID	2
_4__45__HYDROXYPHENYLACETATE	9
Donor__45__Xyloglucan__45__Cleaved__45__Xyloglucanyls	1
Heparin__45__sulfo__45__NGlc__45__3S	1
O__45__Antigens	3
FUM	33
CPD__45__16	4
CPD__45__17	2
CPD__45__14	6
CPD__45__15	3
CPD__45__10	2
CPD__45__11	2
Chondroitin__45__D__45__glucuronates	3
CPD__45__18	5
CPD__45__19	2
AMIDINOPROCLAVAMINATE	2
Omega__45__1__45__Hydroxy__45__Fatty__45__Acids	1
BETA__45__CYCLOPIAZONATE	2
Ribonucleosides	2
Cysteine__45__Desulfurase__45__L__45__cysteine	5
ALPHA__45__N__45__DIACETYLNEURAMINYL__45__23__45__BETA__45__D__45__ETC	1
CPD__45__11828	1
_5__45__phosphooligonucleotides	7
GlcNAc__45__GlcA__45__Gal__45__Gal__45__Xyl__45__Protein	1
pyruvatekinasephosphate	1
_7__45__Oxoheptanoyl__45__ACPs	2
CPD0__45__1094	1
CPD0__45__1095	1
CPD0__45__1090	1
Short__45__Chain__45__3S__45__Hydroxyacyl__45__CoAs	1
CPD0__45__1099	1
CPD__45__11827	2
Nucleoside__45__Monophosphates	24
UDP__45__D__45__GALACTURONATE	5
_1__45__ALKYL__45__2__45__ARACHIDONYL__45__SN__45__GLYCERO__45__3__45__PETH	1
COFORMYCIN	1
Myelin__45__proteolipids	1
PigH__45__3__45__oxo__45__3__45__1H__45__pyrrol__45__2__45__yl__45__propanoate	2
cis__45__cis__45__D17__45__35__45__3__45__hydroxyC54__45__2__45__ACPs	2
Reduced__45__2Fe__45__2S__45__Ferredoxins	3
_23S__45__rRNA__45__N6__45__m__45__adenine1618	1
_2__45__KETO__45__6__45__AMINO__45__CAPROATE	5
_3__45__oxo__45__D5__45__steroids	2
General__45__Phos__45__Protein__45__Substrates	7
CPD__45__14683	2
repressor__45__LexA	1
_3__45__oxo__45__cis__45__D9__45__hexadecenoyl__45__ACPs	2
CPD0__45__915	1
_3__45__SULFINYL__45__PYRUVATE	2
CPD__45__14680	2
Rifamycin__45__Cyc__45__Pentaketide__45__Acps	2
_5__45__BETA__45__L__45__THREO__45__PENTAPYRANOSYL__45__4__45__ULOSE__45__	2
_5Z13E__45__15S__45__9__45__ALPHA11__45__ALPHA15__45__TRIHY	3
_5__45__BETA__45__ANDROSTANE__45__317__45__DIONE	1
_1__45__Hydroxy__45__2__45__oxolimonenes	2
MELIBIOSE	8
ACETONE__45__OXIME	1
INDOLE__45__3__45__ACETYL__45__LEU	2
ITP	6
R__45__Secondary__45__Alkyl__45__Sulfate__45__Esters	1
SULFOQUINOVOSYLDIACYLGLYCEROL	1
SS__45__Oligoribonucleotides	1
ADENOSYLCOBALAMIN__45__5__45__P	2
Receptor__45__proteins	1
Chlorophyllides	1
PRECURSOR__45__Z	2
TOLUENECISDHDIOL	2
CAPSAICIN	1
holo__45__Transcarboxylases	1
Anthocyanidin__45__3__45__O__45__beta__45__D__45__glucosides	7
DNA__45__Segment__45__Placeholder	2
Thiopurine__45__Methylethers	1
CPD__45__124	3
CPD__45__1097	1
CPD__45__1096	1
CPD__45__1095	1
CPD__45__1093	3
CPD__45__1092	2
CPD__45__1091	6
CPD__45__1090	3
CPD__45__8707	2
DOPAQUINONE	5
tRNA__45__Introns	1
Glycogens	7
CPD__45__5962	2
CPD__45__5961	1
N__45__ACETYLINDOXYL	1
BCAA__45__dehydrogenase__45__lipoyl	4
_1__45__ACYL__45__2__45__OLEOYL__45__SN__45__GLYCERO__45__3__45__PHOSPHOCHOL	2
Plastoquinols	10
CPD__45__12515	2
CPD__45__12046	1
CPD__45__12045	2
CPD__45__12511	2
CPD__45__12513	7
CPD__45__12040	2
Oxidized__45__Putidaredoxins	4
diacyl__45__3__45__Glc__45__16__45__Glc__45__16__45__Glc__45__glycerol	1
CPD__45__8879	1
CPD__45__13930	2
CPD__45__13931	2
CPD__45__13932	1
_4R__45__Limonene__45__1__45__2__45__epoxides	2
CPD__45__13935	2
CPD__45__13936	1
CPD__45__13937	1
CPD__45__13939	1
Aerobacter__45__Polysaccharides	2
CPD__45__659	6
CPD__45__15199	1
Reduced__45__flavodoxins	15
_6__45__Glc__45__Protopanaxatriol__45__ginsenosides	2
Rubisco__45__trimethylated__45__lysine	1
_16S__45__rRNA__45__2__45__O__45__methylcytidine1402	1
NDP__45__26__45__dideoxy__45__L__45__erythro__45__4__45__hexulose	2
PENICILLIN__45__G	1
CPD__45__653	4
CPD__45__9649	3
CPD__45__9868	2
CPD__45__9869	2
CPD__45__9866	3
PENICILLIN__45__N	2
CPD__45__9864	3
CPD__45__9865	3
CPD__45__9862	2
CPD__45__9863	3
CPD__45__9861	2
CPD0__45__2467	2
_2__45__DEOXYRIBOSE	1
CPD__45__665	9
CPD__45__662	2
CPD__45__663	2
CPD__45__660	5
CPD0__45__2461	2
CPD__45__657	1
ENT__45__KAUR__45__16__45__EN__45__19__45__AL	2
Octanoylated__45__domains	4
CPD__45__669	1
CPD__45__307	1
_16S__45__rRNA__45__2__45__O__45__methylcytidine1409	1
Red__45__Glutaredoxins	3
trypsins	1
cis__45__delta3__45__behenoyl__45__ACPs	2
VIOLACEIN	1
CPD0__45__2340	3
S__45__4__45__BROMOPHENYL__45__MERCAPTOPYRUVATE	1
CPD__45__9470	1
S__45__2__45__Hydroxyacids1	3
_2__45__HYDROXYSUCCINAMATE	1
Elongator__45__tRNAMet__45__acetylcytidine	1
_5__45__ALPHA__45__CHOLESTA__45__724__45__DIEN__45__3__45__BETA__45__OL	5
_5Z7E9E14Z17Z__45__EICOSAPENTAENOATE	1
_10__45__BETA__45__HYDROXYTAXA__45__42011__45__DIEN__45__5__45__ALPH	3
ALA__45__GLY__45__ALA__45__GLY	1
_5__45__4__45__HYDROXYBUT__45__1__45__YNYL__45__22__45__BITHIOPHENE	1
_16S__45__rRNA__45__N3__45__methyluracil1498	1
ALPHA__45__D__45__MANNOSYLCHITOBIO	2
CPD__45__9476	1
S__45__METHYL__45__1__45__THIO__45__D__45__GLYCERATE	1
Glucosyl__45__Lipopolysaccharides	1
OX__45__COENZYME__45__F420	3
CIS__45__12__45__DIHYDROXY__45__12__45__DIHYDRODIBENZOTHIO	1
N6__45__O__45__disulfo__45__D__45__glucosamine	2
_3__45__4DH3__45__4DHFLUORENE	1
Pi	819
fucosylated__45__protein	1
_2__45__O__45__Methylguanosine18	1
Actinorhodin__45__Intermediate__45__4	2
Actinorhodin__45__Intermediate__45__2	2
Actinorhodin__45__Intermediate__45__3	2
Actinorhodin__45__Intermediate__45__1	2
medium__45__Chain__45__Trans__45__23__45__Dehydroacyl__45__CoA	1
Carboxylated__45__Biotinylated__45__MadF__45__Proteins	2
LIOTHYRONINE	10
FRUCTURONATE	6
_3__45__NITROACRYLATE	1
CPD__45__10778	1
Charged__45__fMET__45__tRNAs	1
CPD__45__4184	4
CPD__45__10773	2
CPD__45__10771	2
ENT__45__COPALYL__45__DIPHOSPHATE	10
CPD__45__10777	1
CPD__45__10776	2
CPD__45__10775	2
CPD__45__10774	5
DNA__45__Adjacent__45__Pyrimidines	2
_1__45__6__45__alpha__45__D__45__glucan	7
Chap__45__ADP__45__apo__45__SP__45__Complex	2
QUINOLINE	1
PROT__45__CYS	5
D__45__Allopyranose	3
Aliphatic__45__Amides	1
trans__45__D18__45__37__45__OH__45__38__45__Me__45__C58__45__1__45__ACPs	2
ERYTHROSE__45__4P	8
Anthocyanidins	3
Acetoacetyl__45__ACPs	4
DIHYDROSANGUINARINE	4
CPD__45__16584	3
MALONATE	15
CHITIN	5
CPD__45__11799	1
CPD1G__45__130	2
_16__45__ALPHA__45__HYDROXYPROGESTERONE	1
CPD__45__11792	1
Mature__45__P17__45__Matrix	1
CPD__45__11791	1
INDOLE__45__HYDROXYMETHYL__45__S__45__CYSTEINE__45__ADDUCT	2
ISOPROPYLAMINE	3
RIBOSE__45__5P	11
DAMP	7
CPD__45__16519	2
CPD__45__16518	2
ITACONATE	3
CPD__45__16511	2
CPD__45__16510	1
CPD__45__16512	1
CPD__45__16515	2
CPD__45__16514	2
CPD__45__16516	1
S__45__2__45__METHYLACYL__45__COA	1
_5__45__BETA__45__SCYMNOL	1
mitogen__45__activated__45__protein__45__kinase__45__kinase	1
_2__45__PHOSPHOASCORBATE	4
CPD__45__11428	2
CPD__45__6721	1
NICOTINE	10
KDO2__45__LIPID__45__IVA__45__COLD	1
ALPHA__45__D__45__XYLOSYL__45__1__45__6__45__BETA__45__D__45__GLUCOS	1
CPD__45__11420	3
CPD__45__11421	1
CPD__45__11422	2
CPD__45__11423	1
CPD__45__11424	1
CPD__45__11425	1
CPD__45__4586	2
CPD__45__4587	2
trans__45__D2__45__cis__45__D7__45__cerotoyl__45__ACPs	2
CPD__45__4580	2
CPD__45__4581	2
CPD__45__10236	2
IS30__45__Insertion__45__Sequences	1
CPD__45__4588	3
N__45__acyl__45__sphingosylphosphorylcholine	3
GERANIOL	10
TYLOSIN	3
Large__45__peptides	2
ssRNA__45__with__45__5OH	1
CPD__45__12218	2
CPD__45__3141	9
CPD__45__12212	2
CPD__45__12213	3
CPD__45__12217	1
Very__45__Long__45__Chain__45__3__45__Hydroxyacyl__45__CoAs	2
CPD__45__12215	2
Jasmonoyl__45__Glutamines	1
CPD__45__7235	5
CPD__45__7234	2
CPD__45__7237	2
CPD__45__7236	1
CPD__45__7231	2
ALA__45__tRNAs	5
CPD__45__7233	1
CPD__45__7239	1
_2__45__Alpha__45__Mannosyl__45__Heteroglycans	1
FLAVANONE__45__7__45__O__45__GLUCOSIDES	2
CPD__45__6181	1
CPD__45__6182	1
_3S__45__11__45__cis__45__3__45__hydroxyretinol__45__RBPs	2
RUTIN	3
CPDMETA__45__13643	1
CPDMETA__45__13642	1
pppGp__45__his__45__tRNAs	2
DIMETHYLARSINOUS__45__ACID	1
tRNA__45__Adenines	1
CPD1G__45__185	1
POLYVINYL__45__ALCOHOL	2
PROCOLLAGEN__45__5__45__HYDROXY__45__L__45__LYSINE	2
HEXANOL__45__CMPD	1
C4b__45__Proteins	3
Dihydroquercetins	1
CPD__45__7059	1
CAPSANTHIN	1
trans__45__D2__45__cis__45__cis__45__D21__45__39__45__C58__45__3__45__ACPs	2
S__45__ALKYL__45__THIOSULFATE	1
Uracil16__45__in__45__tRNAs	1
PREGNAN__45__21__45__OL	2
Complement__45__5__45__alpha__45__prime	1
CPD__45__9981	3
CPD__45__9980	3
LUCIFERYL__45__SULFATE	1
CPD__45__9985	1
CPD__45__9984	1
CPD__45__9986	2
CPD__45__17068	3
CPD__45__17069	2
CPD__45__13031	4
CPD__45__13030	2
CPD__45__13032	1
CPD__45__13034	2
CPD__45__13036	2
TUNGSTATE	2
_3__45__ALPHA7__45__ALPHA12__45__ALPHA__45__TRIHYDROX	2
L__45__sorbose	1
N__45__ACYL__45__D__45__GLUTAMATE	1
CPD__45__9189	5
cis__45__D21__45__39__45__OH__45__40__45__Me__45__C59__45__1__45__ACPs	3
CPD__45__16620	2
Alpha__45__D__45__Mannosides	1
CPD__45__8854	1
Gentamycins	1
CPD__45__8851	3
CPD__45__8853	2
CPD__45__6984	1
HYPOTAUROCYAMINE	1
CPD__45__6981	3
CPD__45__6982	2
CPD__45__6983	1
Oxidized__45__cytochromes	1
CPD__45__9329	3
CPD__45__9459	4
Oxidized__45__flavodoxins	14
_4__45__OXALOMESACONATE	3
CPD__45__9327	2
PROTOHEME	5
CPD__45__9320	2
CPD__45__9451	2
CPD__45__9322	1
_3__45__oxo__45__cerotoyl__45__ACPs	2
CPD__45__8582	1
CPD__45__8583	1
CPD__45__8580	1
CPD__45__8581	1
CPD__45__8586	1
Protein__45__b__45__D__45__galactosyl__45__L__45__hydroxylysines	1
CPD__45__10214	2
CPD__45__14268	1
CPD__45__10216	1
CPD__45__10210	1
CPD__45__10211	2
CPD__45__10213	1
CPD__45__14261	2
CPD__45__14263	2
_1__45__4__45__alpha__45__D__45__Glucan	35
CPD__45__14264	2
CPD__45__14267	2
CPD__45__14266	1
CPD__45__15136	1
CPD__45__15689	2
CPD__45__15134	1
CPD__45__15135	1
CPD__45__15132	1
CPD__45__15130	1
CPD__45__15131	1
QUESTIN	2
CPD__45__15683	1
CPD__45__11169	2
CPD__45__15685	2
CPD__45__15686	2
CPD__45__15687	2
DOLICHOLP	21
CPD__45__14067	1
CPD__45__14087	1
CPD__45__14086	2
CPD__45__14081	2
TYR	40
CPD__45__14083	3
CPD__45__14082	1
CPD__45__13370	1
Tetrasaccharides__45__with__45__repeating__45__units	1
ALPHA__45__D__45__GALACTOSE	7
CPD1F__45__140	5
CPD__45__15358	2
CPD__45__16156	1
_44__45__DIMETHYL__45__CHOLESTA__45__812__45__24__45__TRIENOL	3
CPD__45__507	3
CPD__45__506	6
CPD__45__505	5
CPD__45__504	4
CPD__45__503	4
CPD__45__502	2
CPD__45__501	4
_11__45__cis__45__3__45__hydroxyretinol__45__RBPs	2
CPD__45__14889	2
CPD__45__14888	2
CPD__45__14887	1
CPD__45__14886	1
Chondroitin__45__sulfate__45__disaccharides	1
N__45__ACETYL__45__D__45__GALACTOSAMINYL__45__13__45__D__45__GALACT	2
CPD__45__2181	2
CPD__45__12173	2
cis__45__delta17__45__C36__45__ACPs	2
CPD__45__10766	1
Oleoyl__45__ACPs	3
CPD__45__12170	3
Myo__45__inositol__45__monophosphates	1
_23S__45__rRNA__45__uridine2457	1
DNA__45__With__45__G__45__A__45__Mismatch	1
ENTEROBACTIN	8
__45__CIS__45__SABINOL	2
SoxZY__45__Cysteine__45__Sulfate	2
C6	5
CPD__45__12179	2
_23S__45__rRNA__45__2__45__O__45__methylcytidine2498	1
C4	2
Alcohols	27
CPD3DJ__45__11366	3
TRANS__45__D2__45__ENOYL__45__COA	10
PHOSPHORIBOSYL__45__AMP	2
CPD__45__16658	2
CPD__45__16659	1
CPD__45__16656	1
CPD__45__16654	1
DEOXYADENOSINE	9
CPD__45__16653	2
CPD__45__16650	1
His__45__tRNA__45__2__45__O__45__MeAdenosine4	1
CIT	17
DIMETHYLMAL__45__CPD	2
Beta__45__D__45__Glucans	3
_1__45__PHOSPHATIDYL__45__1D__45__MYO__45__INOSITOL__45__5__45__PHOSPHA	4
Peptidoglycan__45__With__45__Cle__45__Pentagly__45__Bridges	1
CONIFERYL__45__ALDEHYDE	7
CPD__45__420	4
CPD__45__8796	1
D__45__CARNITINYL__45__COA	2
CPD__45__8795	1
CPD0__45__971	3
CPD__45__8794	1
CPD__45__8793	1
_2__45__MERCAPTOETHANOL	1
NOREPINEPHRINE	4
_2__45__O__45__ALPHA__45__MANNOSYL__45__D__45__GLYCERATE	4
CPD__45__8791	1
Pre__45__crRNAs	1
Hyaluronan__45__NAc__45__glucosaminide	2
CPD__45__8790	1
Quinones	10
ENOL__45__OXALOACETATE	1
_12__45__BETA__45__D__45__GLUCURONOSYL__45__D__45__GLUCURONATE	1
DIHYDROXYPENTANEDIONE	4
Glycoprotein__45__Asn__45__oligosaccharides	1
DIPEPTIDES	21
Cytochrome__45__c__45__S__45__methyl__45__methionine	1
SCOPOLIN	2
Retinols	1
_23S__45__rRNA__45__pseudouridine955__45__2504__45__2580	1
CPD__45__4241	2
CPD__45__4243	1
_23S__45__rRNA__45__N7__45__methylguanine__45__2069	1
Oligosaccharide__45__With__45__Galactoses	3
N__45__Acetoxy__45__Arylamines	1
MACROCIN	2
HYPOTAURINE	6
_3__45__alpha__45__Hydroxysteroids	1
_4__45__HYDROXYAMINOQUINOLINE__45__N__45__OXIDE	1
CPD__45__7612	2
Protein__45__Tyrosines	3
Protopanaxadiol__45__type__45__3OH__45__ginsenosides	2
CHLOROPHYLL__45__A	5
CHLOROPHYLL__45__B	2
CPD__45__12021	1
KERATAN__45__6__45__SULFATE	2
CPD__45__12023	1
CPD__45__12022	2
CPD__45__12025	3
CPD__45__12024	3
CPD__45__12029	2
CPD__45__12028	3
CPD__45__2182	4
CPD__45__2183	3
CPD__45__2184	2
CPD__45__2185	3
CPD__45__2186	2
ALPHA__45__D__45__GLUCOSYLPOLYGLYCEROL__45__PHOSPHATE	1
_5__45__PHOSPHO__45__RIBOSYL__45__GLYCINEAMIDE	3
CPD__45__13888	2
Enones	1
CPD__45__13524	10
MESACONATE	3
Orthophosphoric__45__Monoesters	2
BIOTIN	10
Poly__45__Gamma__45__Glutamylcysteine__45__Glycines	2
_2__45__METHYLPROPANAL__45__OXIME	3
GUANOSINE__45__5DP__45__3DP	3
CPDN__45__384	2
PICOLINATE	1
CPD__45__9846	1
CPD__45__9663	2
CPD__45__9664	2
CPD__45__9665	3
CPD__45__9666	2
CPD__45__9667	3
CPD__45__9668	3
CPD__45__9669	2
CPD__45__9848	2
CPD__45__8132	1
CPD__45__8131	1
Persulfurated__45__L__45__cysteine__45__desulfurases	2
CPD__45__9958	2
CPD__45__8135	1
CPD__45__8134	2
cis__45__delta19__45__3__45__oxo__45__C38__45__ACPs	2
DIHYDRO__45__SPHINGOSINE	1
_3__45__Phosphopolynucleotides	1
_6__45__PYRUVOYL__45__5678__45__TETRAHYDROPTERIN	6
Decanoyl__45__ACPs	4
CPD__45__9954	1
METHACRYLYL__45__COA	2
Teichoic__45__Acid	2
_2__45__O__45__methylcytidine__45__56__45__tRNAs	1
CPD__45__14674	1
Petroselinoyl__45__ACPs	2
CPD__45__13958	2
Oxo__45__glutarate__45__dehydro__45__suc__45__DH__45__lipoyl	2
CPD__45__13776	6
CPD__45__13777	2
CORTISOL	5
CPD__45__13951	3
CPD__45__13956	2
CPD__45__13773	2
CPD__45__13770	2
CPD__45__13955	1
CTP	47
Fructooligosaccharides	2
CPD__45__14746	1
CPD__45__14742	1
CPD__45__14743	1
CPD__45__14740	2
CPD__45__14741	2
Decanoyl__45__HmqF__45__Proteins	2
BIS__45__GERANYLGERANYLGLYCEROL__45__PHOSPHATE	4
GENTAMICIN__45__C	1
_3__45__HYDROXY__45__ISOVALERYL__45__COA	1
Delta__45__14__45__steroids	1
CPD__45__8572	1
CPD__45__10784	3
CPD__45__10794	2
R__45__RETICULINE	3
CPD__45__10796	3
CPD__45__10791	3
CPD__45__10790	1
CPD__45__10793	1
CPD__45__10792	2
CPD__45__10799	1
CPD1G__45__332	6
BIOCHANIN__45__A	6
Benzosemiquinones	1
Poly__45__6__45__Phosphogluco__45__Maltodextrins	1
Alpha__45__hydroxydihydroceramides	1
_2H6OH2__45__4DIENOATE	3
ACYL__45__SN__45__GLYCEROL__45__3P	6
N__45__ACETYL__45__BETA__45__GLUCOSAMINYLAMINE	2
epoxides	1
Cytochromes__45__C550__45__Red	3
SECOLOGANIN__45__CPD	5
Kanamycin__45__3__45__phosphates	1
NICOTINAMIDE_NUCLEOTIDE	8
_3__45__METHYLXANTHINE	7
PROPIONATE	14
_17__45__ALPHA20__45__ALPHA__45__DIHYDROXYPREGN__45__4__45__EN__45__3__45__	1
CPD1G__45__159	1
_3__45__INDOLEGLYOXAL	3
CPD__45__4741	2
CPD__45__4742	2
CPD__45__4743	2
CPD__45__4744	3
CPD__45__4745	1
CPD__45__4746	1
Alpha__45__tubulins	1
Factor__45__VIIa	1
_2__45__hydroxy__45__4__45__1H__45__quinolone	2
CPD__45__14295	2
NITRITE	57
Reduced__45__Azurins	4
CPD__45__16531	1
CPD__45__16530	1
CPD__45__16537	2
CPD__45__16536	3
CPD__45__16535	2
CPD__45__16534	1
_14__45__DICHLOROBENZENE	1
CPD__45__16538	2
CPD__45__16829	2
TAGATOSE__45__6__45__PHOSPHATE	5
L__45__2__45__AMINO__45__HEXANO__45__6__45__LACTAM	2
DI__45__N__45__ACETYL__45__BETA__45__D__45__GLUCOSAMINYL	1
C4__45__Proteins	2
GLUCONATE	13
